title,title_Link,answer,time,回答者,f_light,ml_10
细丝拉得爬山虎的嫩茎紧紧贴在墙上，改被子句和把字句,http://zhidao.baidu.com/question/520050687.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：被字句：爬山虎的嫩茎被细丝拉得紧紧贴在墙上。 把字句：细丝把爬山虎的嫩茎拉得紧紧贴在墙上。 很简单的啦 被字句里把被弄的东西放在前面，加“被”，再是什么东西怎么样。 把字句里把弄的东西放在前面，加“把”，再是被弄的东西怎么样。 ok！,2017-11-25,ss动物之家,2个回答,116
二六课那片绿绿的爬山虎读后感,http://zhidao.baidu.com/question/395495135091984205.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：二六课那片绿绿的爬山虎读后感,2016-12-02,恶魔YE善良,1个回答,29
落日的余晖染红窗棂，院里那一墙的爬山虎，绿得沉...,http://zhidao.baidu.com/question/433217779.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：落日的余晖染红窗棂，院里那一墙的爬山虎，绿得沉郁，如同一片浓浓的湖...,2017-12-15,baby蓝色漂流瓶,8个回答,265
四年级26课那片绿绿的爬山虎中的“显得虎虎有生气”...,http://zhidao.baidu.com/question/1177097442739026499.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：如果去爬山或者逛街,不过心理学上有一种快速调节生气情绪的方法：固定一个地方,数数这个地方的颜色,心情愉快多吧.!.加油阿!,2016-01-22,蔚蓝的心boa,2个回答,6
四年级语文上册，第六课。爬山虎的脚。里面的生字...,http://zhidao.baidu.com/question/1898281794069514660.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：虎的笔顺是（竖、横、横钩、撇、横、竖弯钩、撇、横折弯钩） 占的笔顺是（竖、横、竖、横折、横） 铺的笔顺是（撇、横、横、横、竖提、横、竖、横折钩、横、横、竖、点） 均的笔顺是（横、竖、提、撇、横折钩、点、提） 匀的笔顺是（撇、横折钩...,2016-09-26,gpcnytz,1个回答,6
那片绿绿的爬山虎，要求写的生字有哪些？,http://zhidao.baidu.com/question/924296378019482259.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：那片绿绿的爬山虎，要求写的生字有哪些？,2017-12-12,蓝瘦古,1个回答,13
有一种像爬山虎一样的滕，会结果的是什么滕,http://zhidao.baidu.com/question/1832497662982338220.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：薜荔，为桑科常绿攀援或匍匐灌木植物。薜荔（学名：Ficus pumila Linn.）又名凉粉子，木莲等。攀援或匍匐灌木，叶两型，不结果枝节上生不定根，叶卵状心形。产福建、江西、浙江、安徽、江苏、台湾等地。瘦果水洗可作凉粉，藤叶药用。,2017-11-06,dlhx888,2个回答,3
读了爬山虎的脚这篇课文有什么感想,http://zhidao.baidu.com/question/1115240231532063299.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：这篇课文是我国第一部童话集《稻草人》的作者叶圣陶作家写的。他细致地描写了爬山虎生长的地方、叶子、脚的特点，以及它是怎样一步步往上爬的。激起我们留心观察周围事物的强烈兴趣。,2017-02-14,yiyo粉多,2个回答,92
科学:牵牛花的茎是(什么茎)、杉树的茎是（什么茎）...,http://zhidao.baidu.com/question/1308714959448340179.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：科学:牵牛花的茎是(什么茎)、杉树的茎是（什么茎），爬山虎的茎是（什么...,2018-04-21,,1个回答,8
爬山虎的脚第2自然段写了叶子什么特点,http://zhidao.baidu.com/question/682661476708647292.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎刚长出来的叶子是嫩红的，不几天叶子长大，就变成嫩绿的。爬山虎的嫩叶，不大引人注意，引人注意的是长大了的叶子。那些叶子绿得那么新鲜，看着非常舒服。叶尖一顺儿朝下，在墙上铺得那么均匀，没有重叠起来的，也不留一点儿空隙。一阵风...,2017-10-15,cn#aLGGkaLLaG,2个回答,41
爬山虎的脚是按什么顺序介绍爬山虎的叶圣陶为什么...,http://zhidao.baidu.com/question/1992685894318194787.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎的脚是按什么顺序介绍爬山虎的叶圣陶为什么会把爬山虎写得那么生...,2016-09-29,浅蓝豆丁,8个回答,19
小学四年级第六课爬山虎的脚中，一脚一脚能不能换...,http://zhidao.baidu.com/question/371991662446496324.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：不能，爬山虎并不像动物那样用脚交替着往上爬，而是长一只脚就巴住墙，越往高处爬，就要不断地长出新脚。,2017-11-24,,1个回答,35
仿照那片绿绿绿爬山虎写作文,http://zhidao.baidu.com/question/502030004872731084.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：仿照那片绿绿绿爬山虎写作文,2017-12-16,睡HV方,1个回答,21
描写一种植物,要抓住特点,描写细致 仿写爬山虎的脚...,http://zhidao.baidu.com/question/1766726926030162380.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：以下是2段关于植物的描写，希望对你有帮助。 池中的荷花已经开了不少了。荷叶挨挨挤挤的，像一个个碧绿的大圆盘。白荷花在这些大圆盘之间冒出来。有的才展开两三片花瓣儿。有的花瓣儿全都展开了，露出嫩黄色的小莲蓬。有的还是花骨朵儿，看起来...,2017-11-26,sunny小白鸽,1个回答,78
爬山虎爬墙好吗,http://zhidao.baidu.com/question/115240518.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：家里新盖得房子《后院长了爬山虎，刚爬到二楼，让它继续往上爬吗？？？...,2017-10-08,gmssgmp,8个回答,46
爬山虎会引蛇吗？,http://zhidao.baidu.com/question/589270732.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：我家住在一个城镇里，有座两层楼房，在外壁上大片种植爬山虎，会引蛇吗...,2017-11-26,,5个回答,7
观察桂花的作文模仿爬山虎的脚写的急急急！！！！...,http://zhidao.baidu.com/question/1434792170403338899.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：观察桂花的作文模仿爬山虎的脚写的急急急！！！！！！！！！,2016-10-26,百度知道客户端,2个回答,23
萧复兴写的，文章，那片绿绿的爬山虎文中讲了他什...,http://zhidao.baidu.com/question/1929246963393077987.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：这篇课文是作家肖复兴在1992年为了纪念叶圣陶先生写的回忆文章，回忆1963年叶圣陶先生给“我”批改作文，并请“我”到他家做客这两件事，使“我”受益匪浅的成长经历，表现了叶圣陶先生对文一丝不苟、对人平易真诚，堪称楷模的文品和人品。,2018-03-08,yiyo粉多,3个回答,57
叶圣陶先生曾这样描述爬山虎：“那些叶子铺在墙上那...,http://zhidao.baidu.com/question/1733451739244249507.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：叶圣陶先生曾这样描述爬山虎：“那些叶子铺在墙上那么均匀，没有重叠起来...,2017-09-06,LAAL81,1个回答,35
"爬山虎的脚长在茎上。茎上长叶柄的地方，反面仲出...,http://zhidao.baidu.com/question/2140711234262540268.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问："爬山虎的脚长在茎上。茎上长叶柄的地方，反面仲出枝状的六七根细丝，每...,2018-11-26,cn#BGufBufQaf,4个回答,4
自建楼西面方向外墙种爬山虎对风水有影响吗,http://zhidao.baidu.com/question/166790148.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：本人的家是自建楼，3层半，西面的墙西斜正对，打算在地面种植几盆爬山虎...,2017-10-15,solaresource,5个回答,38
描写爬山虎的句子,http://zhidao.baidu.com/question/118529353.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：急急！！！！！！！！！！！！！！！！！！快点！！！！！！！！！！！...,2017-09-14,zweiguangmiao,4个回答,238
看书《故事爬山虎》,http://zhidao.baidu.com/question/1669900415967797627.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：今天我读了一篇好的文章,叫《故事爬山虎》。 这篇文章主要讲述了木里十分爱听故事,于是他的爷爷送了他一株”故事爬山虎”,木里收到后赶紧把它种在阳台上,他每天观察爬山虎生长情况，爬山虎一直长呀长,长到了二楼别人家的阳台上。因此这株爬山虎给...,2018-04-13,liu1759045921,3个回答,49
爬山虎有几种？,http://zhidao.baidu.com/question/457272096410405125.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：世界：15种；中国：10种。 爬山虎多攀援于岩石、大树、墙壁上和山上。原产于亚洲东部、喜马拉雅山区及北美洲，后引入其他地区，朝鲜、日本也有分布。国河南、辽宁、河北、陕西、山东、江苏、安徽、浙江、江西、湖南、湖北、广西、广东、四川、贵...,2017-11-21,齐家网,1个回答,8
日记三年级三百字以上爬山虎的秘密,http://zhidao.baidu.com/question/922622959971789139.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎 从未见过爬得这么高的植物。只见一片翠绿的叶子在墙上铺得满满的，铺得那么均匀，密不透风而没有一点儿重叠起来的。一阵微风吹来，一墙水滴形状的叶子随风荡漾起波纹。好看极了。 它爬得那么高，却不像葫芦、黄瓜那样要用架子支撑着。他...,2017-11-23,百度知道客户端,1个回答,7
爬山虎的简笔画图片,http://zhidao.baidu.com/question/813674453040361932.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答： 可以吗？,2017-08-08,百度知道客户端,1个回答,11
三叶爬山虎与五叶爬山虎两个品种哪个好？,http://zhidao.baidu.com/question/310183376615061164.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：三叶爬山虎吸盘的吸附能力强，五叶爬山虎生长比较快。爬山虎也叫地锦。而且五叶地锦耐热耐寒 这点比三叶地锦适应性上更加广泛 即使在广州五叶地锦也可以有很好表现 五叶地锦的卷须 卷须具有很好的攀附力 可以有效的卷曲附着在一些粗糙的石块或是...,2018-03-15,bailanhuayan,1个回答,19
爬山虎叶子变黄并且掉了好多，是什么情况？,http://zhidao.baidu.com/question/530046954.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：刚移植过来的 盆栽 之前浇了半桶水 是不是水浇多了 或者是种植的地方阳...,2016-12-01,13378955380,2个回答,2
爬山虎种植方法需要多大的盆,http://zhidao.baidu.com/question/496105226098652964.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎的学名为boston ivy，是一种藤蔓性的植物，也是葡萄科爬山虎属的植物类型，爬山虎是一种软体植物，一般需要依附墙面或者花架生长，而且繁殖和生长速度很快，用不了多久就能看见成片的爬山虎在墙角，这种植物不仅有较高的绿化和观赏价值，...,2017-09-04,5357649,2个回答,
爬山虎是不是喜欢招蚊子,http://zhidao.baidu.com/question/430190729.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎容易招引虫蛇类的昆虫，紫藤容易招引蜗牛、介壳虫、白粉虱等虫害，络石我曾试种过几年，尚未发现病虫害。络石四季常青，花皓洁如雪，幽香袭人。可植于庭园、公园，院墙、石柱、亭、廊、陡壁等攀附点缀，十分美观。因其茎触地后易生根，耐...,2017-11-25,lpy291121,3个回答,29
爬山虎脚的样子,http://zhidao.baidu.com/question/190161500.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：叶圣陶（1894年10月28日—1988年2月16日），原名叶绍钧，字秉臣。江苏苏州人，著名作家、教育家。 爬山虎的脚 叶圣陶 ①学校操场北边墙上满是爬山虎。我家也有爬山虎，从小院的西墙爬上去，在房顶上占了一大片地方。 ②爬山虎刚长出来的叶子是嫩红...,2017-11-23,413703876,2个回答,360
爬墙虎是怎样爬墙的？,http://zhidao.baidu.com/question/360368951797154292.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎用它卷须上的吸盘爬墙 爬山虎是一种会爬墙的植物，它爬墙的本领，来自于它卷须上的吸盘，就像壁虎的脚一样，只要碰到房屋的墙壁，不管墙壁表面有多光滑，吸盘都能牢牢地吸附在上面，爬上十几米的墙壁，直到屋顶。,2017-11-26,飞翔0064,4个回答,21
这是什么种类的爬山虎？貌似当初是三叶爬山虎，那...,http://zhidao.baidu.com/question/576962781.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：异叶爬山虎。葡萄科爬山虎属。落叶大藤本。很正常，叶片分布有自身需要和规律，但是主要特征果枝上的叶具长柄三叶（三出复叶）一般不变，营养枝上的叶常为单叶，心形较小，可能有少数变异，那是正常现象。,2017-11-26,,2个回答,2
爬山虎为什么会爬竹竿,http://zhidao.baidu.com/question/433555871195100884.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：在爬山虎的茎节上生长着许多粉红色的短细丝，人们把这种细丝叫卷须，在每条短卷须的分枝顶端，都长着几个能向外分泌粘性物质的吸盘。它就用这些吸盘紧紧粘附在墙壁或假山的石面上往上爬，刮大风也不能把它们吹跑。秋末，绿叶都变成了红色或黄色...,2016-10-27,鬓发白了,2个回答,2
爬山虎的种子什么时候种？ 怎么种？,http://zhidao.baidu.com/question/380480761.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎非常强健，播种很容易繁殖，一般自然落地都很容易发芽，无须特殊管理，开春就可以种了，其实随时都可种。只是开春回暖才发芽。另扦插很简单，容易成活，生长良好，比播种要快。,2017-05-06,xq470727,2个回答,79
观察爬山虎的作文150字,http://zhidao.baidu.com/question/809011124159230492.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：我们学校的走廊长着一大片爬山虎，一年四季展示给我们不同的面貌。 春天，草绿花开，爬山虎的嫩芽从绿色的茎杆里长出来。浅浅的绿中透着嫩，嫩中透着润，让人联想起婴儿的皮肤，卷卷的又像一个个小画轴，慢慢地舒展开，摸上去光光的、滑滑的。这...,2017-11-26,jump_0428,2个回答,40
学校操场北边墙上满是爬山虎一句中满字体现了爬山...,http://zhidao.baidu.com/question/715019358337501245.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：学校操场北边墙上满是爬山虎一句中满字体现了爬山虎的什么特点,2017-11-25,小月357ok,1个回答,17
常春藤与爬山虎是同一种植物,常春藤会爬墙壁吗,http://zhidao.baidu.com/question/693521473817750124.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：不是同一种植物,常春藤会爬墙壁. 常春藤 别名:中华常春藤 学名:Hedera nepalensis k. 科属:五加科常春藤属 分布:分布于华中、华南、西南及甘、陕等剩 形态：常绿藤本，茎借气生根攀缘；嫩枝上柔毛鳞片状。营养枝上的叶为三角状卵形，全缘或3裂；...,2017-04-19,cn#apkGBQpBfu,1个回答,1
在盆里种爬山虎，想要爬满50个平方的墙面，需要用...,http://zhidao.baidu.com/question/693798789721442484.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：在盆里种爬山虎，想要爬满50个平方的墙面，需要用多大容量的盆种植？家...,2018-03-15,百度知道客户端,1个回答,4
爬山虎的自述,http://zhidao.baidu.com/question/330164606.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：大家好我是一棵美丽的攀缘植物——爬山虎。先告诉你们我住在哪里吧——其实只要你细心观察的话，你就会在墙壁上，房顶上或者其它建筑物上看到我葱绿的身影。 每当春天来临的时候，我便伸展出嫩红嫩红的小叶子，过不了几天，我的叶子就渐渐地...,2017-11-24,开心一刻1221,2个回答,141
爬山虎的春天周莹运用了什么写作手法,http://zhidao.baidu.com/question/1959158197404150060.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎的春天运用了借物喻人的写作手法。 这是一篇优美、生动、感人至深的文章。相信每一个人读了此文之后，都一定会认识到：本文决不单纯是状“物”；作者运用了借物喻人的方法，借爬山虎顽强的生命力和勃勃生机的特点，表现了晓雅知错能改、不被...,2016-09-28,hazbg,1个回答,1
